Textos_espanol,sdg
"El organismo organizador de la escuela establece una junta escolar que permite que los padres, los estudiantes, el personal educativo y el público participen en la administración de la escuela. Los directores de las escuelas son designados por el organismo organizador y solo pueden ser despedidos por los motivos estipulados en la Ley de Educación de 2005. Los grupos que suelen estar involucrados incluyen la Asociación de Regiones, la Asociación de Pueblos y Municipios, las asociaciones profesionales de docentes (sindicatos de docentes y asociaciones disciplinarias), los representantes de los empleadores, las asociaciones de directores de escuela, expertos en educación y la asociación de no docentes. -organizaciones gubernamentales en educación (las organizaciones de padres participan sólo en casos excepcionales). La Ley de Educación especifica situaciones en las que se requiere la opinión de los grupos de interés.",4
"Todas las solicitudes de uso público o comercial y derechos de traducción deben enviarse a rights@oecd.org. El autor agradece a Harry de Boer, Elise Miller y Akiyoshi Yonezawa por los estudios de casos de países que ayudaron a informar este trabajo. Las colaboraciones, alianzas y fusiones entre instituciones de educación superior pueden buscar mejorar el desempeño académico, lograr eficiencias económicas o alinear mejor la red y el desempeño de las instituciones con las necesidades públicas. La colaboración institucional se produce con menos frecuencia y éxito en el diseño y la impartición de la instrucción que en otros dominios, debido en gran parte al papel tradicionalmente autónomo y solitario del profesorado en esta área.",4
"Incluyen cualidades de carácter como la perseverancia, la empatía o la perspectiva, la atención plena, la ética, el coraje y el liderazgo. Desarrollar ese tipo de características es a menudo lo que distingue a las escuelas de élite. Pero para la mayoría de los estudiantes, la formación del carácter en la escuela sigue siendo una cuestión de suerte, dependiendo de si es una prioridad para sus docentes, ya que muy pocos sistemas educativos han hecho de estos objetivos más amplios una parte integral de lo que esperan de los estudiantes.",4
"El Acuerdo Nacional para el Desarrollo de las Habilidades y la Fuerza Laboral compromete a los gobiernos de los estados y territorios del Commonwealth1 a abordar los problemas de acceso e inclusión social a través de la acción colaborativa en habilidades. La Estrategia de Habilidades de la Fundación Nacional para Adultos (2012) tiene como objetivo ayudar a los australianos en edad de trabajar a aumentar sus habilidades en inglés, alfabetización y aritmética para mejorar la participación económica y social. El Programa de Asociaciones y Participación en la Educación Superior proporciona fondos adicionales para ayudar a las universidades a atraer, apoyar y retener a estudiantes de entornos desfavorecidos. Estos estudiantes pueden recibir apoyo financiero a través de subvenciones de apoyo a los ingresos para estudiantes elegibles y préstamos contingentes a los ingresos disponibles para todos los estudiantes. El gasto en instituciones educativas en todos los niveles es del 6,1 % del PIB (ligeramente por debajo del promedio de la OCDE del 6,3 %) (ver Figura 8).",3
"El tema del informe es ""Capacitar al alumno del siglo XXI"". Plan de acciÃ³n de e-leaming en las escuelas para los aÃ±os 2006-2010"". ( Significa que necesitamos reforzar la infraestructura de las TI, con el fin de desarrollar una estrategia coherente para poner a disposiciÃ³n los contenidos educativos de las TI y ofrecer formaciÃ³n y certificaciÃ³n en TIC para los profesores. (Este proyecto pretende ""generalizar la formaciÃ³n y la certificaciÃ³n en competencias TIC"" y ""promover el uso de las TIC en la enseÃ±anza y la gestiÃ³n"" (p. 38).",4
"Las comunidades locales a veces también cofinancian programas no formales. Deben establecerse subsidios específicos para reducir o eliminar el costo de la educación de adultos que pagan las personas con bajos niveles educativos. Si bien los sistemas de educación técnica y vocacional equipan a las personas con habilidades que les dan acceso directo al mercado laboral, esas habilidades pueden volverse obsoletas rápidamente.",3
"Estipula: /) desarrollar un marco general de cualificaciones para el Espacio Europeo de Educación Superior, en particular titulaciones comparables organizadas en una estructura de tres ciclos y una definición común de los resultados del aprendizaje en esta estructura de tres ciclos, ii) un sistema común de garantía de calidad, iii) el reconocimiento de títulos extranjeros y otras cualificaciones de educación superior. Los estudios de postgrado conducen a los títulos de Specializacija (uno o dos años después de la obtención del título de grado en el sistema pre-Bolonia y no existe en el nuevo sistema), Magisterij (equivalente al título de Master of Science en el sistema pre-Bolonia y obtenido después de uno o dos años en el nuevo sistema) y Doktorat (Doctor en Ciencias). Existen tres vías principales para la formación continua. En primer lugar, para los adultos que no completaron o no completaron la educación secundaria superior, es posible continuar los cursos de preparación profesional y Matura, lo que les permite obtener certificados de educación secundaria superior.",4
"Los resultados del estudio de Provisión Efectiva de Educación Preescolar (EPPE) de Inglaterra (Reino Unido) también han demostrado que los factores explicativos clave para la EAPI de alta calidad estaban relacionados con “personal con calificaciones más altas, personal con habilidades de liderazgo y larga experiencia”. personal de servicio, personal capacitado que trabaja junto con el personal menos calificado y lo apoya, personal con una buena comprensión del desarrollo y el aprendizaje infantil” (Siraj-Blatchford, 2010). Mayores proporciones de personal con bajo nivel de calificación se relacionaron con resultados infantiles menos favorables en el dominio socioemocional (relaciones sociales con sus pares y cooperación). No existe una relación simple entre el nivel de educación del personal y la calidad del aula o los resultados del aprendizaje.",4
"Algunas de estas funciones pueden ser temporales y realizarse a petición del director del centro. La dirección del centro tiene autonomía para distribuir funciones específicas y temporales entre los profesores del centro. En otros países, este ""personal de apoyo al aprendizaje"" suele ayudar a los profesores en su labor docente, prestar apoyo a los alumnos y contribuir a las actividades generales de los centros relacionadas con el aprendizaje. El personal de apoyo al aprendizaje más común en Kazajstán son los ayudantes de laboratorio para asignaturas como física, química, biología e informática.",4
"Como se mencionó anteriormente en este capítulo, centrarse en estos resultados brutos es problemático porque ignora los factores que afectan el aprendizaje de los estudiantes que están más allá del control del maestro y pueden fomentar prácticas como ""enseñar para el examen"" y una reducción del plan de estudios. . Los procesos de evaluación que involucran observaciones en el aula están asociados con mejores resultados de los estudiantes, pero los evaluadores necesitan orientación e instrumentos adecuados para llevarlos a cabo de manera efectiva (OCDE, 2013b). Desde 2013, el Consejo de Educación de Nueva Zelanda, el organismo profesional para docentes, ofrece un programa de aprendizaje profesional sobre prácticas de evaluación para evaluadores y docentes y ha puesto a disposición una serie de recursos y directrices de evaluación en su sitio web (Consejo de Educación de Nueva Zelanda, 2016).",4
